TIMESTAMP,RECORD,BattV,calibrated_wind_speed
2025-01-28 10:14:00,23864.0,12.66,6.831
2025-01-28 10:15:00,23865.0,12.66,8.760000000000002
2025-01-28 10:16:00,23866.0,12.66,9.33
2025-01-28 10:17:00,23867.0,12.66,8.020000000000001
2025-01-28 10:18:00,23868.0,12.66,7.335
2025-01-28 10:19:00,23869.0,12.66,8.22
2025-01-28 10:20:00,23870.0,12.66,8.770000000000001
2025-01-28 10:21:00,23871.0,12.66,10.350000000000001
2025-01-28 10:22:00,23872.0,12.66,9.73
2025-01-28 10:23:00,23873.0,12.66,10.440000000000001
2025-01-28 10:24:00,23874.0,12.66,10.520000000000001
2025-01-28 10:25:00,23875.0,12.66,9.99
2025-01-28 10:26:00,23876.0,12.66,9.610000000000001
2025-01-28 10:27:00,23877.0,12.66,9.23
2025-01-28 10:28:00,23878.0,12.66,8.370000000000001
2025-01-28 10:29:00,23879.0,12.66,9.08
2025-01-28 10:30:00,23880.0,12.66,10.08
2025-01-28 10:31:00,23881.0,12.66,8.4
2025-01-28 10:32:00,23882.0,12.66,8.350000000000001
2025-01-28 10:33:00,23883.0,12.66,7.387
2025-01-28 10:34:00,23884.0,12.66,8.030000000000001
2025-01-28 10:35:00,23885.0,12.66,8.75
2025-01-28 10:36:00,23886.0,12.66,7.563
2025-01-28 10:37:00,23887.0,12.66,7.223
2025-01-28 10:38:00,23888.0,12.66,7.682
2025-01-28 10:39:00,23889.0,12.66,7.04
2025-01-28 10:40:00,23890.0,12.66,6.809
2025-01-28 10:41:00,23891.0,12.66,8.3
2025-01-28 10:42:00,23892.0,12.66,9.22
2025-01-28 10:43:00,23893.0,12.66,8.65
2025-01-28 10:44:00,23894.0,12.66,8.89
2025-01-28 10:45:00,23895.0,12.66,9.89
2025-01-30 11:02:00,26791.0,12.41,5.579
2025-01-30 11:03:00,26792.0,12.46,5.938
2025-01-30 11:04:00,26793.0,12.5,6.743
2025-01-30 11:05:00,26794.0,12.63,6.9639999999999995
2025-01-30 11:06:00,26795.0,12.64,6.559
2025-01-30 11:07:00,26796.0,12.64,6.784
2025-01-30 11:08:00,26797.0,12.65,6.666
2025-01-30 11:09:00,26798.0,12.65,6.358
2025-01-30 11:10:00,26799.0,12.66,6.707
2025-01-30 11:11:00,26800.0,12.66,7.187
2025-01-30 11:12:00,26801.0,12.66,7.07
2025-01-30 11:13:00,26802.0,12.65,7.034
2025-01-30 11:14:00,26803.0,12.65,6.239
2025-01-30 11:15:00,26804.0,12.65,7.049
2025-01-30 11:16:00,26805.0,12.65,7.08
2025-01-30 11:17:00,26806.0,12.65,7.205
2025-01-30 11:18:00,26807.0,12.65,6.947
2025-01-30 11:19:00,26808.0,12.65,6.67
2025-01-30 11:20:00,26809.0,12.65,6.827
2025-01-30 11:21:00,26810.0,12.65,7.272
2025-01-30 11:22:00,26811.0,12.65,7.184
2025-01-30 11:23:00,26812.0,12.65,6.962
2025-01-30 11:24:00,26813.0,12.65,7.142
2025-01-30 11:25:00,26814.0,12.65,7.039
2025-01-30 11:26:00,26815.0,12.65,5.829
2025-01-30 11:27:00,26816.0,12.65,5.123
2025-01-30 11:28:00,26817.0,12.65,5.325
2025-01-30 11:29:00,26818.0,12.65,4.86
2025-01-30 11:30:00,26819.0,12.65,4.293
2025-01-30 11:31:00,26820.0,12.66,5.012
2025-01-30 11:32:00,26821.0,12.66,4.248
2025-01-30 11:33:00,26822.0,12.66,3.898
2025-01-30 11:34:00,26823.0,12.66,4.298
2025-01-30 11:35:00,26824.0,12.66,3.893
2025-01-30 11:36:00,26825.0,12.66,4.167
2025-01-30 11:37:00,26826.0,12.66,4.337
